12.43963927,85.08641023
43.44566241,2.14556932
25.41887683,63.8648923
88.5156632,52.58095956
89.16067442,3.488645874
98.46034037,90.864957
34.9770556,56.91727806
66.54644484,60.06285454
60.27941393,88.24673534
6.75728984,85.43062359
53.76131071,64.64196541
91.69385892,18.86417242
31.64904564,93.72081837
59.04701661,90.47133946
97.41960152,9.063594753
13.77839152,37.10955295
8.944650892,87.51276419
34.39545331,35.28697433
22.23327651,54.1536863
46.52437609,68.96663335
83.25419373,36.7867661
38.48633353,40.16400253
89.94261732,97.0157521
95.1659966,67.21714738
47.56299368,10.1175658
46.47550705,44.80443522
74.92522446,92.41124742
6.022935762,68.37348994
11.32790351,90.73891927
92.48508557,95.78913497
75.40926523,69.61539303
0.732078717,62.37050137
55.73007687,40.52112052
73.71892443,46.7434941
89.90971361,34.44031592
26.53497413,55.13866583
62.14427698,14.57391282
38.34034743,29.68339318
46.19757334,52.56551996
63.88240972,67.06298619
15.26802139,87.09520853
89.16466646,73.96889924
16.98264273,70.7195657
22.60876233,7.88685226
67.10805855,10.19849065
1.776250349,3.920843004
29.50338149,33.20782999
88.34832938,32.19102896
52.16794038,84.669207
81.86890211,98.25048134
90.79060898,91.83027461
80.94945101,51.85164681
53.17500636,62.97534837
93.07007972,75.64883125
19.01287469,56.64013787
37.15695918,28.51706362
37.20562922,60.81731352
72.69865169,86.07930533
35.69116554,76.12859438
17.78496175,86.11538282
6.427623885,17.01196044
29.91061514,96.33796398
23.68086857,63.99183846
11.50135973,7.659047659
45.14831152,26.9106176
11.66919664,47.23902519
7.106132525,64.94012836
2.318571582,27.09251387
57.59700993,1.039227904
9.513519105,24.95215039
95.74007312,23.92290166
61.0342156,83.38689977
68.85542685,78.49485727
81.85943792,80.15575209
43.83800188,30.5926076
50.98881401,73.55291647
60.10878249,33.41521191
42.96466444,20.65596301
92.10070007,41.18259888
16.90799309,56.70028693
73.31895481,91.20530677
17.37050254,58.43103321
41.92600109,19.64526951
54.37850727,9.287139859
63.1954238,94.43273414
87.01932756,99.08376037
65.55115457,60.53064595
89.85018496,79.78247065
50.45659976,10.45585561
22.57386733,45.38232611
17.78812091,84.53049618
97.27757746,71.59128781
45.03892319,86.83361751
73.3828571,1.901042424
87.12886194,44.43143103
50.132645,29.40585239
34.4004466,11.26937467
36.99059015,40.37891214
72.2214069,84.07590537
26.06193059,97.91741524
80.42803277,35.17475081
82.78160648,1.496920929
67.71118455,24.68714674
63.29469446,93.787264
54.22699388,63.89431825
68.42085179,62.24795408
92.17609907,15.22736502
13.42720734,64.34956722
29.29726836,98.57508034
89.58755392,73.28326532
82.95330687,20.41937398
54.52329158,58.28090679
50.77038349,30.11653812
21.35599198,18.68004761
56.8980622,46.67202317
6.079315028,97.50900577
80.38437949,39.51766172
88.51333055,55.51815932
9.066200385,63.66990261
8.720721305,30.4123451
96.7363173,32.82772629
82.67983625,53.13109914
45.91785892,99.50713815
32.50216795,15.77661019
4.682059042,56.58640156
37.00591252,13.87373453
21.4673179,58.30695575
42.87227312,52.41577988
80.03717123,26.04406986
12.06469335,80.7295122
81.43135745,30.57017226
84.41391318,35.20812167
41.82850888,26.82550612
78.45013339,43.96269412
28.94293779,50.78055703
86.53360666,41.18563026
49.92529977,87.52563377
62.91771935,83.24680354
8.91024677,95.2540921
76.6932727,7.337956381
57.29567302,48.30410773
45.82341238,55.35633778
7.216698734,13.43793088
7.332468764,92.76621482
73.68438037,4.160908352
72.88586761,39.2188665
75.66388751,47.96344361
9.752742709,51.78087564
62.49817299,94.98690179
57.10407354,53.89008554
81.72481195,21.09840521
4.341909609,11.06032472
12.80253788,91.00176475
0.520456386,76.18743562
25.53901212,88.18768484
81.84504631,32.50233207
62.58191743,90.79701716
26.79244914,42.71333171
42.5946881,80.7652789
8.200385346,81.16418473
47.6661154,38.4746919
22.22110274,80.29028156
85.82961301,97.77187968
96.89766161,24.5257946
5.912672141,38.71029353
57.20717111,42.02210357
11.16119167,73.51631137
43.83401187,14.90046799
12.21591766,86.6391676
86.42488419,34.26361902
97.47153543,76.87053253
50.29460042,43.37966302
95.17893328,17.87519555
36.24726552,68.35225772
33.06704252,96.98040394
37.89877953,91.2803496
96.34582503,10.57464183
21.40749561,11.91476919
58.53858924,30.37940602
35.19402488,65.23284672
64.48519885,5.717074373
89.08238312,53.7771495
92.0404519,95.49787842
43.45587778,65.57225271
90.94946496,79.21688587
42.83848794,40.82455082
40.37747429,59.51479966
95.05768755,66.40485278
39.45234056,55.59750046
1.824077738,38.84242501
6.120782273,2.391217847
45.07185304,52.53046548
91.89440291,37.27832526
47.79559256,50.26175429
40.52488091,50.1270709
0.827142337,54.75931481
55.19413034,53.64621833
99.82353289,1.151943899
19.20678913,27.15828136
4.003913934,18.0758012
